author,run,pos,word_list,n_known,centroid
Lermontov M.Ju.,1,ADJ,целый проливной цветущий летний незримый высокий ночной волнистый гордый угрюмый,9,"[-0.16345587372779846, 0.004072831943631172, 0.17301945388317108, 0.1786244511604309, 0.06055321916937828, 0.19938789308071136, -0.0947856679558754, -0.012746001593768597, 0.022775329649448395, 0.17779821157455444, -0.0023057113867253065, -0.052586670964956284, 0.014839108102023602, -0.1529906541109085, -0.15066289901733398, -0.09542244672775269, -0.051037855446338654, 0.36776721477508545, -0.04139595478773117, 0.2565068006515503, -0.07865067571401596, 0.18276222050189972, -0.10744544118642807, -0.20299530029296875, -0.039787888526916504, -0.059114549309015274, 0.0965743362903595, -0.14272867143154144, -0.03206527978181839, 0.19227750599384308, 0.06331267207860947, -0.01713889092206955, 0.05772055685520172, 0.10705987364053726, 0.007674997206777334, 0.018488623201847076, -0.15404075384140015, -0.2215900719165802, -0.11313900351524353, -0.0899922177195549, 0.06269410997629166, 0.3022231459617615, 0.19610343873500824, 0.17815761268138885, 0.046504221856594086, -0.11324567347764969, -0.019707225263118744, 0.023239335045218468, 0.004216889385133982, -0.2198263257741928, 0.2527005672454834, -0.15324339270591736, 0.14109377562999725, 0.09800422936677933, 0.010991675779223442, 0.2274024486541748, 0.057149939239025116, 0.1755211353302002, 0.0011109975166618824, 0.09080066531896591, -0.11094612628221512, -0.15114609897136688, 0.07456687092781067, -0.12386433035135269, -0.11062442511320114, -0.05744662508368492, 0.26675698161125183, 0.08973132073879242, 0.16380344331264496, -0.16895443201065063, 0.02733622118830681, -0.07459443807601929, 0.16259057819843292, 0.1768244355916977, -0.08590966463088989, 0.07742644101381302, -0.11917662620544434, 0.07013734430074692, -0.04652946814894676, -0.003109557321295142, -0.1263751983642578, -0.15616478025913239, 0.14942345023155212, 0.12237230688333511, -0.052852775901556015, 0.00809567328542471, 0.20344765484333038, -0.08734721690416336, -0.14648377895355225, -0.3644050061702728, -0.26625287532806396, 0.22669121623039246, 0.003849668661132455, -0.08518680930137634, 0.10871489346027374, 0.07595321536064148, -0.08912021666765213, 0.1393362283706665, -0.0939144417643547, -0.14533056318759918, -0.02469799295067787, 0.19821667671203613, 0.05119111016392708, 0.08210422098636627, 0.17462877929210663, -0.03448495268821716, 0.29698848724365234, -0.14624160528182983, 0.17718078196048737, -0.2901970148086548, -0.15115977823734283, -0.19611352682113647, -0.04122437536716461, -0.07417455315589905, -0.051119446754455566, 0.2032964527606964, -0.040754690766334534, -0.0878223404288292, 0.016300447285175323, 0.09651640057563782, -0.024839891120791435, -0.0531378835439682, -0.036491699516773224, -0.08722427487373352, -0.032726872712373734, -0.005770170129835606, -0.18794912099838257, 0.06672176718711853, -0.0491315983235836, -0.0007916688919067383, -0.038032107055187225, -0.05165055766701698, -0.03545110672712326, -0.016018224880099297, -0.11148010194301605, -0.0914374366402626, -0.18169520795345306, 0.21940167248249054, 0.073452889919281, -0.03116566687822342, 0.153519868850708, -0.026637891307473183, -0.04213355854153633, -0.23576389253139496, -0.017254332080483437, 0.025415221229195595, 0.2372155487537384, -0.0239405557513237, 0.012595664709806442, -0.010679509490728378, 0.005889999680221081, 0.2129240185022354, 0.10253600031137466, -0.016782892867922783, 0.12922433018684387, 0.12283211201429367, 0.029978662729263306, -0.16370254755020142, 0.06644422560930252, -0.25975465774536133, 0.08949366211891174, 0.12440267950296402, -0.09246210753917694, -0.12997743487358093, 0.10675694048404694, 0.1770675629377365, -0.10411900281906128, -0.1273043304681778, -0.16741833090782166, -0.0816374123096466, 0.0017874439945444465, -0.011840997263789177, 0.11557778716087341, -0.09080489724874496, 0.06998765468597412, -0.01216044183820486, 0.0061469972133636475, -0.12670356035232544, 0.033150963485240936, 0.21529777348041534, 0.004350888077169657, -0.1408522129058838, 0.08931233733892441, 0.19611679017543793, -0.15050411224365234, 0.24965888261795044, 0.04685640335083008, -0.2054911106824875, -0.019013099372386932, -0.17897555232048035, -0.22477833926677704, -0.07956696301698685, 0.2269093245267868, -0.010778667405247688, 0.18919134140014648, -0.2297983467578888, -0.0024907689075917006, 0.22666366398334503, 0.0520375519990921, -0.09370768815279007, 0.11428550630807877, -4.6554745495086536e-05, 0.04438989236950874, 0.04198189079761505, -0.045141108334064484, 0.07259922474622726, 0.16637788712978363, 0.08249643445014954, -0.04690122231841087, 0.048176124691963196, 0.2193974405527115, -0.2189583033323288, 0.11020655184984207, 0.006938330829143524, -0.037480663508176804, -0.06946132332086563, -0.13529488444328308, 0.01717934012413025, 0.008002221584320068, 0.018571121618151665, -0.12743988633155823, 0.16101644933223724, 0.015279852785170078, -0.06254032999277115, -0.09670810401439667, 0.16637052595615387, 0.2089017778635025, 0.0013827780494466424, -0.05406711623072624, -0.030540334060788155, 0.24305057525634766, 0.060606107115745544, 0.17680767178535461, -0.009678222239017487, 0.12002377957105637, -0.03693712130188942, -0.22150948643684387, -0.143220454454422, 0.19916073977947235, 0.12403322756290436, -0.2735217809677124, -0.17361408472061157, -0.07155197858810425, 0.13831210136413574, -0.10639366507530212, 0.05718888342380524, -0.2139679342508316, 0.1445738673210144, -0.13307222723960876, -0.15488344430923462, 0.07300788909196854, 0.08002056181430817, -0.27750498056411743, -0.18415945768356323, 0.07095278054475784, -0.18537677824497223, 0.013532388024032116, 0.10766829550266266, 0.11757455766201019, -0.07400712370872498, -0.12122833728790283, -0.10684100538492203, -0.1543668955564499, -0.24369379878044128, 0.14628344774246216, 0.12697221338748932, -0.0888945534825325, 0.0549008771777153, 0.09939523041248322, -0.22271078824996948, 0.008774841204285622, 0.008517335169017315, 0.1313643455505371, 0.1796955168247223, -0.09689399600028992, 0.0949985533952713, 0.0016320017166435719, 0.10534045100212097, 0.06533189862966537, -0.030078411102294922, 0.26372331380844116, 0.025215111672878265, 0.01603144407272339, 0.12202642858028412, 0.22347886860370636, 0.12757478654384613, 0.00688391737639904, -0.019837666302919388, 0.08598122000694275, -0.03834788501262665, -0.02393844723701477, -0.10358794778585434, 0.17529112100601196, 0.09947778284549713, 0.1273728907108307, -0.0394524447619915, -0.036542054265737534, -0.29027920961380005, -0.08567233383655548, 0.30582988262176514]"
Lermontov M.Ju.,2,ADJ,прекрасный старый зеленый тяжелый счастливый усталый простой секретный гуслярный хороший,8,"[-0.09056313335895538, 0.003471002448350191, 0.10056149959564209, 0.18352863192558289, -0.14692376554012299, 0.1485235095024109, -0.1136462539434433, 0.09960536658763885, 0.04688649624586105, 0.18111099302768707, 0.0070885480381548405, 0.01820162497460842, -0.09899075329303741, -0.043151091784238815, 0.0160064697265625, -0.0019428110681474209, -0.09748537838459015, 0.26234525442123413, 0.09642411768436432, 0.1640809178352356, -0.04878713935613632, 0.17816124856472015, -0.14753174781799316, -0.2325820028781891, -0.12964674830436707, -0.07986675202846527, 0.04452737420797348, -0.012945258989930153, -0.008721125312149525, 0.2347756326198578, 0.09746250510215759, 0.0871378630399704, 0.09429173916578293, 0.12161175161600113, 0.0662899911403656, 0.053061243146657944, -0.09542647749185562, -0.17562536895275116, -0.10095825046300888, -0.07834012806415558, 0.06431299448013306, 0.08995312452316284, -0.011913125403225422, -0.07308463007211685, -0.10152654349803925, -0.017918678000569344, -0.09304562956094742, 0.12407012283802032, 0.021337751299142838, -0.02770194038748741, 0.3857812285423279, -0.1467052400112152, 0.07939723879098892, 0.08266913145780563, 0.051037874072790146, 0.11323986947536469, 0.08409319072961807, 0.015628743916749954, 0.1492028683423996, -0.09033486992120743, -0.11753112077713013, 0.061683375388383865, 0.009196000173687935, -0.09027574956417084, -0.002123495563864708, -0.08428850024938583, 0.23138125240802765, 0.14217936992645264, 0.050307877361774445, -0.12162250280380249, 0.041669126600027084, 0.12612076103687286, 0.21576973795890808, 0.2565012276172638, 0.08149862289428711, 0.22244973480701447, 0.01869674026966095, 0.09102345257997513, -0.032877273857593536, -0.07197258621454239, -0.028071502223610878, -0.19596494734287262, 0.0028051231056451797, 0.15639737248420715, -0.11449600756168365, -0.08681187778711319, 0.1309700310230255, 0.040223874151706696, -0.01113629899919033, -0.25579336285591125, -0.2551308572292328, 0.1260560005903244, 0.15252900123596191, -0.10376535356044769, 0.23569075763225555, 0.195685014128685, -0.20185987651348114, 0.031856562942266464, -0.10752199590206146, -0.13357925415039062, 0.08277087658643723, 0.22361651062965393, -0.018542662262916565, 0.1223013773560524, 0.10412411391735077, 0.008351374417543411, 0.15085136890411377, -0.13203124701976776, 0.26697102189064026, -0.0936962440609932, -0.07119925320148468, -0.11662963032722473, -0.021094251424074173, -0.055846378207206726, -0.06276754289865494, 0.08518411964178085, -0.07319296151399612, -0.03902433440089226, -0.06313362717628479, 0.03004433587193489, 0.07971493899822235, 0.027460351586341858, -0.007471787743270397, -0.06763724982738495, -0.03292161971330643, 0.038771674036979675, -0.10144813358783722, -0.013382436707615852, -0.08044962584972382, -0.14435112476348877, 0.17440804839134216, -0.11237724870443344, -0.16642962396144867, -0.0008671265095472336, -0.2040836215019226, -0.06726762652397156, -0.18896536529064178, 0.2494337409734726, 0.02506524883210659, -0.02465124800801277, 0.13684111833572388, -0.15061527490615845, 0.038060374557971954, -0.22534611821174622, 0.08890599757432938, 0.12468448281288147, 0.21938125789165497, 0.03576112538576126, -0.0022193738259375095, -0.053757064044475555, -0.06762562692165375, 0.1988488882780075, 0.1857261210680008, -0.12833262979984283, 0.028932122513651848, 0.07665625214576721, -0.04688526690006256, -0.1376582682132721, -0.055473122745752335, -0.22201086580753326, -0.004620624706149101, -0.052756622433662415, -0.040059998631477356, -0.10023298859596252, 0.18849225342273712, 0.28717586398124695, -0.1601555049419403, -0.018544500693678856, -0.10756639391183853, -0.01662561669945717, -0.0363878458738327, 0.2034672498703003, 0.1126207560300827, -0.053302377462387085, -0.0118216248229146, -0.1258847564458847, 0.02226649969816208, -0.18088263273239136, 0.08442075550556183, 0.2285192459821701, 0.11948838084936142, -0.11825849860906601, 0.13309761881828308, 0.07913424074649811, -0.22099661827087402, 0.24224574863910675, 0.024538250640034676, -0.043257128447294235, -0.05878637731075287, -0.13916800916194916, -0.08683174848556519, -0.11182337999343872, 0.17738911509513855, -0.0846562534570694, 0.25687873363494873, -0.3098512291908264, -0.001694628968834877, 0.18447643518447876, 0.08573800325393677, -0.015195999294519424, 0.08293168246746063, -0.08264662325382233, -0.043980032205581665, 0.05677161365747452, 0.029515773057937622, -0.03554688021540642, 0.07172676175832748, 0.008960312232375145, 0.07881362736225128, -0.10814274847507477, -0.03078624978661537, -0.17584174871444702, -0.016768496483564377, -0.03907337412238121, -0.08938073366880417, 0.06278033554553986, -0.0447237491607666, -0.07196749746799469, 0.04959750175476074, 0.1118059903383255, -0.1998324990272522, -0.11620912700891495, -0.05321113020181656, -0.1526940017938614, -0.24531036615371704, 0.11528409272432327, -0.049772996455430984, -0.03098599798977375, -0.101842500269413, 0.06365899741649628, 0.36177822947502136, 0.07998187839984894, 0.2745712399482727, -0.07835128903388977, 0.10164687037467957, -0.11195269227027893, -0.12326512485742569, 0.025456126779317856, 0.015344125218689442, 0.17604263126850128, -0.1831672489643097, -0.20981501042842865, -0.06099500507116318, 0.2611373960971832, -0.06237737834453583, 0.003405122086405754, -0.06062949821352959, 0.018392622470855713, -0.07138612866401672, -0.09856162965297699, 0.04271022602915764, 0.09008762240409851, -0.3281601071357727, -0.09296324849128723, 0.19010363519191742, -0.2022327333688736, -0.013928497210144997, -0.0271456241607666, -0.010530374012887478, -0.06024539843201637, -0.11890524625778198, -0.14876501262187958, -0.15503987669944763, -0.2351466417312622, 0.1285913735628128, 0.17034895718097687, -0.1456526219844818, -0.011403262615203857, -0.0184132382273674, -0.23138001561164856, -0.0024428730830550194, 0.0009627274703234434, -0.10894837230443954, 0.0012556221336126328, -0.10935300588607788, 0.060433752834796906, -0.005778873339295387, 0.10536537319421768, 0.06933803856372833, 0.04296468570828438, 0.039244264364242554, 0.07840299606323242, -0.06375373899936676, 0.17552964389324188, 0.3274010419845581, 0.10498613119125366, 0.08218887448310852, 0.05482729151844978, -0.05253925174474716, 0.14008837938308716, -0.10337066650390625, -0.19811414182186127, 0.14226050674915314, 0.09474781155586243, 0.06760238111019135, -0.0005467510782182217, -0.0010101329535245895, -0.14325952529907227, -0.05629519000649452, 0.22477737069129944]"
Lermontov M.Ju.,3,ADJ,отдаленный молодой сырой мрачный пуховой некрасивый большой погибший готовый готовый,8,"[-0.09565871208906174, -0.04916749894618988, 0.0501718707382679, 0.07952171564102173, -0.05780100077390671, -0.013872874900698662, -0.22664400935173035, 0.09090839326381683, 0.13447561860084534, 0.21773451566696167, 0.03338474780321121, -0.04639087989926338, -0.0485914945602417, -0.05489250272512436, -0.18397150933742523, 0.0159665048122406, -0.087689608335495, 0.3168037533760071, 0.03167949244379997, 0.11074225604534149, -0.06634111702442169, 0.2350040078163147, -0.06413548439741135, -0.2180275022983551, 0.06298024952411652, -0.05713021382689476, 0.077996626496315, -0.01586962305009365, -0.13146637380123138, 0.10210274904966354, 0.05272336304187775, 0.08265362679958344, 0.09698012471199036, 0.07878850400447845, 0.013415136374533176, -0.043826375156641006, -0.07692423462867737, -0.17113538086414337, 0.021182885393500328, 0.0004558730870485306, -0.027269722893834114, 0.10562112927436829, -0.01813799887895584, 0.0026418790221214294, -0.013202879577875137, -0.08254987001419067, -0.10102987289428711, 0.01709199696779251, -0.06342774629592896, -0.06456135213375092, 0.3768113851547241, 0.00848199799656868, 0.27765801548957825, 0.025769997388124466, 0.1516958773136139, 0.14133122563362122, 0.05670333653688431, 0.0009986236691474915, 0.12540839612483978, -0.1453220099210739, -0.14681699872016907, 0.01325499638915062, 0.017489127814769745, -0.2888948917388916, -0.11386924982070923, -0.03156949579715729, 0.19770562648773193, 0.08048100769519806, 0.11573372781276703, -0.2229616343975067, 0.11385186016559601, 0.03154362738132477, 0.1339285969734192, 0.33740711212158203, 0.14389200508594513, 0.2558547556400299, -0.04242449998855591, 0.08171825110912323, -0.027244623750448227, -0.08581587672233582, -0.05574500188231468, -0.028523338958621025, 0.05020987614989281, 0.08976762741804123, -0.1486687958240509, 0.008420253172516823, 0.014963746070861816, 0.14681750535964966, -0.13400448858737946, -0.3504469692707062, -0.27363863587379456, 0.09524000436067581, 0.11703937500715256, -0.11518099159002304, 0.07556375116109848, 0.029388494789600372, -0.043317995965480804, -0.034289248287677765, -0.1007125973701477, 0.05097624659538269, 0.008011726662516594, 0.375813752412796, -0.06051412224769592, -0.01059100404381752, 0.12593062222003937, -0.02443680167198181, 0.09717674553394318, -0.032700054347515106, 0.18980062007904053, 0.10884352028369904, -0.07530038058757782, -0.09807925671339035, 0.02447425201535225, -0.0003145495429635048, -0.25566697120666504, 0.19420023262500763, 0.05722137540578842, 0.015638500452041626, 0.06695888191461563, -0.0425376296043396, -0.0906798392534256, -0.04427562654018402, 0.1550387442111969, -0.14015209674835205, -0.0991349071264267, -0.07804687321186066, -0.2863687574863434, 0.05372249707579613, -0.03128962218761444, -0.14703238010406494, 0.08623527735471725, -0.015205003321170807, -0.14498573541641235, -0.016617000102996826, -0.02657949924468994, -0.013082374818623066, 0.043861255049705505, 0.2785957455635071, -0.06708025187253952, -0.13180238008499146, -0.08478815853595734, 0.025722499936819077, -0.09139837324619293, -0.053307872265577316, -0.15116311609745026, 0.107445627450943, 0.312237024307251, 0.021326126530766487, -0.006062124855816364, -0.04091512784361839, 0.05035412311553955, 0.18174000084400177, 0.124564990401268, 0.012195998802781105, 0.09312388300895691, 0.054854996502399445, -0.11303525418043137, 0.060436878353357315, -0.037993062287569046, -0.2860053777694702, 0.11666788160800934, 0.10382001101970673, 0.008871600031852722, -0.18490388989448547, 0.22178201377391815, 0.065482497215271, 0.11446887999773026, -0.12559868395328522, -0.02653750218451023, -0.004546950105577707, -0.065330371260643, 0.10911325365304947, 0.17155775427818298, -0.07970591634511948, -0.06049874797463417, -0.17256926000118256, -0.06269194930791855, -0.23350173234939575, -0.029918251559138298, 0.11681750416755676, -0.02785704843699932, -0.0885152518749237, 0.0824413001537323, 0.027042124420404434, -0.24008342623710632, 0.22835825383663177, 0.19924074411392212, -0.07531146705150604, -0.03069313056766987, -0.0544932559132576, -0.1947849988937378, -0.009212858974933624, 0.1419178694486618, -0.015338003635406494, 0.1393587589263916, -0.13701120018959045, -0.1393907368183136, 0.08384387195110321, -0.05060545355081558, -0.046876125037670135, 0.11730311810970306, -0.09450174868106842, -0.12090862542390823, 0.09133799374103546, 0.09127625823020935, 0.05557675659656525, 0.066324383020401, -0.10954475402832031, 0.11767462641000748, -0.07571818679571152, 0.0334283746778965, -0.1904548704624176, 0.03450024873018265, -0.06368587166070938, -0.05598662793636322, 0.18374761939048767, -0.0024405084550380707, -0.13387300074100494, -0.024880876764655113, 0.02300424501299858, -0.06340201944112778, -0.007023999467492104, 0.0037338249385356903, -0.1424889862537384, -0.2129559963941574, 0.06460562348365784, -0.0033661769703030586, -0.19211935997009277, -0.29106634855270386, 0.07357324659824371, 0.36869221925735474, 0.02480662614107132, 0.12969186902046204, -0.006613750010728836, 0.11707887798547745, -0.15534013509750366, -0.12200050055980682, -0.0505867525935173, -0.024292998015880585, 0.23792873322963715, -0.2513728737831116, -0.04330957308411598, -0.07283937931060791, 0.2645273506641388, -0.04313888028264046, 0.004253252409398556, -0.011826951056718826, 0.012572798877954483, 0.007635998073965311, -0.10092775523662567, 0.07660600543022156, 0.08517979085445404, -0.23851877450942993, -0.024093875661492348, 0.14834249019622803, -0.1790202558040619, 0.16029825806617737, -0.06246679648756981, 0.11347486078739166, 0.045069873332977295, -0.10674500465393066, -0.03569822385907173, -0.17201025784015656, -0.1362501084804535, 0.14129765331745148, 0.2907577455043793, -0.1552126109600067, -0.03556175157427788, 0.04918943718075752, -0.1367517113685608, -0.012546277604997158, -0.009013373404741287, -0.01608875021338463, 0.071302130818367, -0.07484662532806396, -0.021629124879837036, 0.05606800317764282, 0.014679618179798126, 0.011951368302106857, -0.06565574556589127, 0.1320134997367859, 0.0012521222233772278, -0.08737587183713913, 0.1975276917219162, 0.22900162637233734, 0.06672638654708862, 0.016926374286413193, 0.1578424870967865, 0.025985436514019966, 0.03130287304520607, -0.10201725363731384, -0.21260122954845428, 0.16375546157360077, 0.19372877478599548, 0.034397874027490616, 0.04039990156888962, 0.029705751687288284, -0.18905262649059296, -0.14950749278068542, 0.2183118760585785]"
Lermontov M.Ju.,4,ADJ,неведомый зыбкий мрачный минутный горячий возможный грозный пасмурный степной чудный,10,"[-0.14180976152420044, 0.06922440230846405, 0.11126621067523956, 0.13592380285263062, 0.04535289853811264, 0.09094089269638062, 0.07218265533447266, 0.17979179322719574, -0.00580310495570302, 0.21166589856147766, 0.05749664455652237, 0.03473569452762604, 0.1236685961484909, -0.12124192714691162, -0.232850581407547, -0.172838494181633, -0.10134118795394897, 0.3284958004951477, 0.0929647907614708, 0.11370699107646942, -0.02903829887509346, 0.284640371799469, -0.17825399339199066, -0.2500244081020355, -0.049650199711322784, -0.05936969444155693, 0.10834570229053497, -0.04663136973977089, -0.08578982949256897, 0.07024010270833969, 0.08524419367313385, -0.03131166845560074, 0.05886228010058403, 0.1764484941959381, -0.06837581843137741, -0.012372197583317757, -0.28138789534568787, -0.27039819955825806, -0.2315579205751419, 0.05718649551272392, 0.14451180398464203, 0.2823759913444519, 0.00013675913214683533, 0.07506009936332703, -0.009250679984688759, -0.09215139597654343, -0.14203611016273499, 0.1704564243555069, -0.0006465032929554582, -0.2496761977672577, 0.40656518936157227, -0.05194420367479324, 0.03977339714765549, 0.06520099937915802, -0.031890206038951874, 0.15704581141471863, 0.10595246404409409, 0.03461869806051254, 0.14086899161338806, 0.07813729345798492, -0.046948809176683426, 0.08136110007762909, 0.11075067520141602, -0.18239939212799072, -0.07244089990854263, -0.009844714775681496, 0.2389659881591797, 0.2635069787502289, 0.04589039832353592, -0.11101380735635757, 0.06097180396318436, 0.03341956064105034, 0.20019738376140594, 0.39373889565467834, 0.10352549701929092, 0.21478256583213806, -0.05155009776353836, 0.048838794231414795, -0.021596699953079224, 0.03629299998283386, -0.09553109854459763, -0.10903678834438324, 0.1324959099292755, 0.1422290951013565, -0.028129255399107933, -0.05247730016708374, 0.055268995463848114, 0.023713594302535057, -0.04284920170903206, -0.4014989733695984, -0.33385151624679565, 0.07459547370672226, -0.03484250232577324, -0.02228355035185814, 0.10781800746917725, 0.16161437332630157, -0.1897139996290207, 0.16225139796733856, -0.048302117735147476, -0.09899720549583435, 0.07618880271911621, 0.3072628974914551, -0.09597089886665344, 0.058459989726543427, 0.17704428732395172, 0.005468300543725491, 0.213131383061409, -0.16067859530448914, 0.2609826922416687, -0.12792348861694336, 0.02770569920539856, -0.09857161343097687, -0.16361799836158752, -0.04146118089556694, -0.19289270043373108, 0.08351589739322662, -0.0888374000787735, -0.15604129433631897, 0.017043503001332283, -0.02613583765923977, 0.016726229339838028, -0.08367611467838287, 0.018239377066493034, -0.22488930821418762, -0.03962736204266548, 0.17710909247398376, -0.12760700285434723, 0.0709352046251297, 0.037926603108644485, -0.09939167648553848, 0.1213269978761673, -0.047987200319767, -0.04979170113801956, -0.07610078901052475, -0.014491701498627663, -0.16571000218391418, -0.013009798713028431, 0.09373869746923447, 0.11864770948886871, -0.21761441230773926, 0.037788912653923035, 0.04732409864664078, -0.021868878975510597, -0.21299640834331512, -0.12030402570962906, 0.07326740026473999, 0.31623560190200806, 0.06675409525632858, -0.11738409847021103, -0.07755190879106522, 0.1417859047651291, 0.12219749391078949, 0.12572230398654938, 0.002352095441892743, 0.07377880066633224, 0.17204448580741882, 0.09056809544563293, -0.1803313046693802, 0.0922183021903038, -0.23239389061927795, 0.1315344125032425, 0.1835286021232605, -0.06119749695062637, -0.17737528681755066, 0.149042010307312, 0.031220197677612305, -0.10524275153875351, -0.18274730443954468, -0.08461906015872955, 0.05792354419827461, 0.035696208477020264, 0.1259470134973526, 0.01766279898583889, -0.07068739831447601, -0.08750259876251221, -0.20546488463878632, -0.0662304013967514, -0.030506903305649757, -0.061657994985580444, 0.12693749368190765, 0.039581574499607086, -0.1738567054271698, 0.009381487965583801, 0.2650085985660553, -0.29741761088371277, 0.08869609981775284, 0.1808852255344391, -0.0724874958395958, 0.0801645964384079, -0.11393129825592041, -0.17004920542240143, -0.14250870048999786, 0.3114160895347595, -0.005438600666821003, 0.14023341238498688, -0.09373719990253448, -0.04675465077161789, 0.21953558921813965, 0.04348819702863693, -0.01267040241509676, 0.020764395594596863, -0.07758026570081711, 0.13241472840309143, 0.07984374463558197, 0.0573120042681694, -0.07224199920892715, 0.22684040665626526, 0.03373778611421585, 0.0303850956261158, -0.046705298125743866, 0.04962429776787758, -0.12954950332641602, 0.04645119979977608, -0.025497030466794968, -0.06378267705440521, -0.0036276013124734163, -0.16159877181053162, -0.017592597752809525, 0.011475825682282448, -0.025501500815153122, -0.18313100934028625, 0.1477406919002533, -0.10031451284885406, -0.043592602014541626, -0.0621521957218647, 0.1584893763065338, -0.00981380045413971, 0.04529110714793205, -0.034258775413036346, -0.08000519126653671, 0.2755480110645294, 0.012689949944615364, 0.141416996717453, 0.03668631985783577, 0.08816199004650116, -0.09961093217134476, -0.1770026981830597, -0.11356939375400543, 0.18025848269462585, 0.17722800374031067, -0.32944461703300476, -0.06960169970989227, -0.13337859511375427, 0.13861839473247528, -0.08652821183204651, -0.01192999817430973, -0.16814766824245453, 0.0385105274617672, -0.0976620763540268, -0.1055067926645279, 0.038047097623348236, -0.06854380667209625, -0.2677105963230133, -0.06169402599334717, -0.016727596521377563, -0.21356499195098877, 0.04741489887237549, -0.09227745234966278, 0.18333080410957336, -0.09883324801921844, -0.07795799523591995, -0.11206140369176865, -0.06120999902486801, -0.17568758130073547, 0.0557052306830883, 0.261728972196579, -0.0987042561173439, -0.19459021091461182, 0.11425849050283432, -0.1761889010667801, 0.05411670356988907, 0.08269599825143814, 0.12604045867919922, -0.010160794481635094, -0.10993459075689316, -0.0033424943685531616, 0.06183760240674019, 0.14741864800453186, 0.18326178193092346, -0.018476122990250587, 0.3023490011692047, 0.16633658111095428, -0.008792099542915821, 0.13488039374351501, 0.2472059279680252, 0.07133139669895172, -0.16584500670433044, -0.07571469992399216, 0.12280050665140152, -0.02525254525244236, 0.06918270140886307, -0.24650537967681885, 0.14299410581588745, 0.19344501197338104, -0.025197196751832962, -0.015858396887779236, -0.04078333079814911, -0.28351637721061707, -0.12222739309072495, 0.2360367327928543]"
